                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    102,                 1.5089,                 0.9188,                0.97373,                0.75198,                0.74209,                 0.7978,                0.43633,                 1.6521,                 1.0287,                 1.1289,               0.001505,               0.001505,               0.001505
                    103,                 1.4811,                0.89642,                0.97558,                0.79683,                0.71571,                0.80014,                0.44543,                 1.6163,                 1.0313,                 1.1107,              0.0015001,              0.0015001,              0.0015001
                    104,                  1.477,                0.91578,                0.98751,                0.74301,                0.75623,                0.78448,                0.41752,                  1.706,                 1.0404,                 1.1498,              0.0014951,              0.0014951,              0.0014951
                    105,                 1.4859,                 0.9119,                0.96752,                0.72598,                0.78965,                0.80576,                0.43019,                 1.6545,                 1.0121,                 1.1071,              0.0014901,              0.0014901,              0.0014901
                    106,                 1.4806,                0.90948,                0.99599,                0.74919,                0.75223,                0.79017,                  0.421,                 1.6598,                 1.0616,                 1.1325,              0.0014852,              0.0014852,              0.0014852
                    107,                 1.5018,                0.94284,                0.97427,                0.74767,                0.77859,                0.79631,                0.43824,                 1.6327,                 1.0213,                 1.1177,              0.0014803,              0.0014803,              0.0014803
                    108,                 1.4943,                0.89803,                0.96531,                0.72387,                0.74574,                0.78267,                 0.4121,                 1.6891,                  1.046,                 1.1498,              0.0014753,              0.0014753,              0.0014753
                    109,                 1.4762,                0.89049,                0.98915,                0.76259,                0.76156,                 0.8024,                0.43719,                   1.64,                 1.0197,                 1.1553,              0.0014703,              0.0014703,              0.0014703
                    110,                 1.4485,                0.89563,                0.97777,                0.78327,                0.73114,                0.80072,                0.44267,                  1.632,                0.99847,                 1.1532,              0.0014654,              0.0014654,              0.0014654
                    111,                 1.4733,                0.90244,                 0.9715,                0.74699,                0.74453,                0.79218,                0.42651,                 1.6931,                 1.0315,                 1.1931,              0.0014605,              0.0014605,              0.0014605
                    112,                 1.4608,                0.88631,                0.95798,                0.72871,                0.77859,                0.79884,                0.43483,                 1.6481,                0.99849,                  1.167,              0.0014555,              0.0014555,              0.0014555
                    113,                 1.4726,                0.87315,                0.97209,                0.77521,                0.75097,                0.80594,                0.44025,                 1.6275,                 1.0315,                 1.1212,              0.0014505,              0.0014505,              0.0014505
                    114,                 1.4721,                0.88622,                0.96901,                0.76854,                0.72307,                0.79583,                0.43081,                 1.6685,                  1.047,                 1.1811,              0.0014456,              0.0014456,              0.0014456
                    115,                 1.4659,                0.87986,                0.97431,                0.77696,                0.75858,                0.80321,                0.44148,                 1.6305,                 1.0202,                 1.1297,              0.0014406,              0.0014406,              0.0014406
                    116,                 1.4928,                0.90752,                0.97931,                 0.7783,                0.75304,                0.80643,                0.43624,                 1.6318,                 1.0356,                 1.1169,              0.0014357,              0.0014357,              0.0014357
                    117,                 1.4616,                 0.9073,                0.97552,                0.77224,                0.75072,                0.80468,                0.44086,                 1.6489,                0.99552,                 1.1418,              0.0014307,              0.0014307,              0.0014307
                    118,                 1.4853,                0.87353,                0.96102,                0.76217,                0.76024,                0.80643,                0.43909,                 1.6237,                 1.0269,                 1.1169,              0.0014258,              0.0014258,              0.0014258
                    119,                 1.4417,                0.85094,                0.97038,                0.75386,                0.76753,                0.80636,                0.43679,                 1.6476,                  0.997,                 1.1503,              0.0014208,              0.0014208,              0.0014208
                    120,                 1.4746,                0.88225,                 0.9836,                0.77813,                0.75669,                0.80449,                0.43562,                 1.6324,                0.98665,                 1.1315,              0.0014159,              0.0014159,              0.0014159
                    121,                 1.4749,                0.88141,                0.97198,                0.76965,                  0.752,                0.79591,                0.43534,                 1.6334,                 1.0027,                 1.1229,               0.001411,               0.001411,               0.001411
                    122,                 1.4442,                0.89024,                0.98163,                0.77151,                0.76886,                0.79967,                0.44286,                 1.6188,                 1.0365,                 1.1103,               0.001406,               0.001406,               0.001406
                    123,                  1.468,                0.89735,                0.97848,                 0.7494,                0.75791,                0.78916,                 0.4265,                 1.6625,                 1.0299,                 1.1449,              0.0014011,              0.0014011,              0.0014011
                    124,                 1.4829,                0.86967,                0.94616,                0.74105,                0.78224,                0.80323,                0.43827,                 1.6616,                 1.0031,                 1.1473,              0.0013961,              0.0013961,              0.0013961
                    125,                 1.4772,                0.90073,                 0.9757,                0.72999,                0.79592,                 0.8053,                0.43867,                 1.6348,                 1.0392,                 1.1228,              0.0013912,              0.0013912,              0.0013912
                    126,                 1.4526,                0.87659,                0.97848,                0.76389,                0.75178,                0.80005,                0.43145,                 1.6484,                 1.0764,                 1.1231,              0.0013862,              0.0013862,              0.0013862
                    127,                 1.4585,                0.90931,                0.98417,                0.79011,                0.76477,                0.81922,                0.44026,                 1.6502,                  0.988,                 1.1288,              0.0013813,              0.0013813,              0.0013813
                    128,                 1.4693,                0.87742,                0.96066,                0.78104,                0.73335,                0.79739,                0.44335,                 1.6343,                  1.004,                 1.1412,              0.0013763,              0.0013763,              0.0013763
                    129,                 1.4623,                0.87769,                0.97902,                0.75146,                0.76034,                0.80147,                   0.44,                 1.6224,                0.98553,                 1.1202,              0.0013714,              0.0013714,              0.0013714
                    130,                 1.4752,                 0.9018,                0.94981,                0.76769,                0.76383,                0.80496,                0.43812,                 1.6636,                 1.0197,                  1.125,              0.0013664,              0.0013664,              0.0013664
                    131,                 1.4472,                0.87618,                0.96655,                 0.7779,                0.76521,                0.81434,                0.44988,                 1.6371,                 0.9868,                 1.1371,              0.0013615,              0.0013615,              0.0013615
                    132,                 1.4408,                0.87112,                0.97246,                0.75586,                0.77214,                0.80418,                0.44209,                 1.6614,                0.97189,                 1.1708,              0.0013565,              0.0013565,              0.0013565
                    133,                 1.4314,                0.85601,                0.96403,                 0.7724,                0.74088,                0.80113,                0.44263,                 1.6318,                 1.0038,                 1.1176,              0.0013515,              0.0013515,              0.0013515
                    134,                 1.4465,                 0.8778,                0.96953,                0.75494,                0.74579,                0.78892,                0.42845,                  1.656,                 1.0084,                 1.1502,              0.0013466,              0.0013466,              0.0013466
                    135,                 1.4431,                  0.882,                0.97351,                0.78227,                0.75614,                0.80983,                 0.4369,                 1.6607,                0.98889,                  1.138,              0.0013417,              0.0013417,              0.0013417
                    136,                 1.4529,                0.88308,                 0.9786,                0.76126,                0.78746,                0.81479,                0.44498,                 1.6545,                0.95737,                 1.1731,              0.0013367,              0.0013367,              0.0013367
                    137,                 1.4767,                0.90739,                0.96837,                0.74955,                0.74331,                0.78735,                0.43105,                 1.6813,                 1.0372,                 1.1898,              0.0013318,              0.0013318,              0.0013318
                    138,                 1.4328,                0.85726,                 0.9766,                0.78173,                0.76521,                0.81625,                0.45013,                 1.6379,                 0.9865,                   1.12,              0.0013268,              0.0013268,              0.0013268
                    139,                 1.4109,                0.84698,                0.97145,                0.74369,                0.76642,                0.79766,                0.43187,                 1.6883,                 1.0041,                 1.1634,              0.0013219,              0.0013219,              0.0013219
                    140,                 1.4351,                0.85145,                0.97135,                0.79733,                0.75426,                 0.8121,                0.45129,                 1.6303,                0.94651,                 1.1266,              0.0013169,              0.0013169,              0.0013169
